,First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
2192,Eric,McConico,,6.0,185.0,77.0,Southpaw,10,3,1,
2193,Sean,McCorkle,,6.7,265.0,81.0,Orthodox,17,7,0,
2194,Danni,McCormack,Mac,5.4,125.0,62.0,Southpaw,9,2,0,
2195,Paddy,McCorry,,,185.0,,,6,1,0,
2196,Kris,McCray,Savage,6.0,170.0,76.0,Orthodox,8,5,0,
2197,Rob,McCullough,Razor,5.9,155.0,69.0,Orthodox,19,8,0,
2198,Justin,McCully,The Insane One,6.1,225.0,73.0,Orthodox,11,5,2,
2199,Robert,McDaniel,Bubba,6.3,185.0,75.0,Southpaw,28,10,0,
2200,Michael,McDonald,The Black Sniper,5.11,205.0,,Orthodox,1,1,0,
2201,Scott,McDonald,,,,,,1,0,0,
2202,Michael,McDonald,Mayday,5.9,135.0,70.0,Orthodox,17,4,0,
2203,Josh,McDonald,,,185.0,,,9,5,0,
2204,Miles,McDonald,,5.7,115.0,,,2,1,0,
2205,Justin,McElfresh,,6.6,205.0,,Orthodox,6,4,0,
2206,Drew,McFedries,The Massacre,6.0,185.0,72.0,Southpaw,12,7,0,
2207,Liam,McGeary,,6.6,205.0,,,12,2,0,
2208,Gan,McGee,The Giant,6.1,265.0,,Orthodox,13,5,0,
2209,Court,McGee,The Crusher,5.11,170.0,75.0,Orthodox,23,14,0,
2210,Marcus,McGhee,The Maniac,5.8,135.0,69.0,Orthodox,10,2,0,
2211,Ryan,McGillivray,The Kid,5.11,170.0,,,12,0,1,
2212,Ryan,McGivern,,6.0,185.0,,Orthodox,13,7,0,
2213,Jack,McGlaughlin,,,,,Orthodox,1,4,0,
2214,Conor,McGregor,The Notorious,5.9,155.0,74.0,Southpaw,22,6,0,
2215,Greg,McIntyre,,5.1,155.0,,Orthodox,6,4,0,
2216,Antonio,McKee,Mandingo,5.8,155.0,,Southpaw,29,6,2,
2217,AJ,McKee,Mercenary,5.1,145.0,,,8,0,0,
2218,Rhys,McKee,Skeletor,6.2,170.0,78.0,Orthodox,14,6,1,
2219,Cory,McKenna,Poppins,5.3,115.0,58.0,Orthodox,8,4,0,
2220,Tim,McKenzie,,6.0,185.0,74.0,Orthodox,14,9,0,
2221,Terrance,McKinney,T. Wrecks,5.1,155.0,73.0,Switch,17,7,0,
2222,Brian,McLaughlin,,5.9,155.0,,,6,2,0,
2223,Jason,McLean,,5.5,145.0,,,6,7,0,
2224,Garreth,McLellan,Soldier Boy,6.1,185.0,72.0,Southpaw,13,6,0,
2225,Sara,McMann,,5.6,135.0,66.0,Orthodox,13,6,0,
2226,Tommy,McMillen,Gun,,145.0,,Orthodox,8,0,0,
2227,James,McSweeney,The Hammer,6.4,230.0,77.0,Switch,15,15,0,
2228,Charles,McTorry,,,,,,3,0,0,
2229,Jackson,McVey,The Moose,6.4,185.0,77.0,Southpaw,6,1,0,
2230,Daniel,McWilliams,The Animal,6.1,185.0,,,15,37,0,
2231,Tim,Means,The Dirty Bird,6.2,170.0,75.0,Orthodox,33,17,1,
2232,Yancy,Medeiros,,5.1,155.0,75.0,Orthodox,15,8,0,
2233,Anistavio,Medeiros,Gasparzinho,5.6,145.0,,Orthodox,19,10,0,
2234,Kaline,Medeiros,The Dark Angel,5.3,115.0,,,8,5,0,
2235,MarQuel,Mederos,,5.1,155.0,69.0,Orthodox,11,1,0,
2236,Uros,Medic,The Doctor,6.1,170.0,71.0,Southpaw,11,3,0,
2237,Todd,Medina,El Tiburon,5.1,193.0,,Southpaw,11,9,0,
2238,Jason,Medina,,5.9,180.0,,,21,15,1,
2239,Jose,Medina,Chicho,6.0,185.0,74.0,Orthodox,11,5,0,
2240,Emil,Meek,Valhalla,5.11,170.0,74.0,Switch,9,5,1,
2241,Sanford Alton,Meeks,,6.5,265.0,75.0,Orthodox,1,1,0,
2242,Gerald,Meerschaert,GM3,6.1,185.0,77.0,Southpaw,37,20,0,
2243,Frank,Megallon,,5.1,185.0,,Southpaw,2,3,0,
2244,Derrick,Mehmen,Caveman,6.4,205.0,,,19,9,0,
2245,Jordan,Mein,Young Gun,6.0,170.0,73.0,Orthodox,31,12,0,
2246,Bryce,Mejia,,6.1,170.0,,,3,1,0,
2247,Brian,Melancon,,5.8,170.0,,Orthodox,7,3,0,
2248,Brandon,Melendez,The Murderer,5.11,155.0,,Southpaw,25,25,0,
2249,Gilbert,Melendez,El Nino,5.9,145.0,73.0,Orthodox,22,8,0,
2250,Nair,Melikyan,Ahalkalakski,5.6,155.0,,,11,0,0,
2251,Marcelo,Mello,,5.7,170.0,,Southpaw,1,0,0,
2252,Fabio,Mello,,5.5,155.0,,Southpaw,11,8,0,
2253,Vanessa,Melo,,5.5,135.0,65.0,Orthodox,11,8,0,
2254,Antonio,Mendes,Samurai,6.3,205.0,77.0,Southpaw,18,13,0,
2255,Chad,Mendes,Money,5.6,145.0,66.0,Orthodox,18,5,0,
2256,Augusto,Mendes,Tanquinho,5.6,135.0,65.0,Orthodox,6,2,0,
2257,Eddie,Mendez,,5.1,185.0,,,8,3,1,
2258,Mateus,Mendonca,Bocao,5.6,125.0,71.0,Orthodox,10,3,0,
2259,Luis,Mendoza,,,155.0,,,0,1,0,
2260,Pietro,Menga,,5.7,125.0,68.0,Southpaw,13,0,0,
2261,Alonzo,Menifield,Atomic,6.0,205.0,76.0,Orthodox,17,5,1,
2262,Ivan,Menjivar,The Pride of El Salvador,5.6,145.0,64.0,Orthodox,25,12,0,
2263,Dave,Menne,The Warrior,5.1,170.0,,Orthodox,45,17,2,
2264,Steve,Mensing,The Machine,5.11,185.0,,Orthodox,9,13,2,
2265,Buck,Meredith,,6.2,185.0,,,3,3,0,
2266,Adam,Meredith,,6.2,170.0,,,5,3,0,
2267,Nick,Meregali,,,,,,0,0,0,
2268,Joe,Merritt,,6.0,170.0,,Orthodox,7,2,0,
2269,Katsuhiko,Nagata,,5.7,154.0,,Southpaw,6,7,3,
2270,Yuji,Nagata,,6.0,225.0,,Orthodox,0,2,0,
2271,Greg,Nagy,,6.1,210.0,,Orthodox,1,3,0,
2272,Logan,Nail,,,185.0,,,1,1,0,
2273,Muhammad,Naimov,Hillman,5.9,145.0,70.0,Orthodox,13,3,0,
2274,Yukiya,Naito,,6.1,205.0,,Orthodox,15,6,2,
2275,Yura,Naito,2 FACE,6.0,185.0,74.0,Orthodox,6,1,0,
2276,Andrews,Nakahara,,6.1,185.0,,Orthodox,5,4,2,
2277,Rin,Nakai,,5.1,135.0,,Orthodox,19,2,1,
2278,Kazuhiro,Nakamura,Kaz,5.11,205.0,70.0,Orthodox,21,13,0,
2279,Keita,Nakamura,K-Taro,5.11,170.0,73.0,Southpaw,34,10,2,
2280,Daisuke,Nakamura,,5.7,154.0,,Orthodox,28,19,1,
2281,Yusaku,Nakamura,,5.5,145.0,,,14,4,1,
2282,Rinya,Nakamura,Hybred,5.7,135.0,68.0,Southpaw,10,1,0,
2283,Keiichiro,Nakamura,,5.8,145.0,70.0,Southpaw,7,1,0,
2284,Tokitaka,Nakanishi,Toky,5.6,135.0,66.0,Orthodox,12,4,0,
2285,Jutaro,Nakao,,5.9,170.0,,Southpaw,25,19,4,
2286,Yoshihiro,Nakao,Kiss,6.0,220.0,,Southpaw,9,3,0,
2287,Mandel,Nallo,Mango,,155.0,,Orthodox,13,3,0,
2288,Yui Chul,Nam,The Korean Bulldozer,5.9,145.0,,Orthodox,18,8,1,
2289,Tyson,Nam,,5.7,125.0,68.0,Orthodox,21,14,1,
2290,Rose,Namajunas,Thug,5.5,125.0,65.0,Orthodox,15,7,0,
2291,Yasuhito,Namekawa,,5.9,205.0,,Orthodox,25,16,4,
2292,Nad,Narimani,Smiler,5.8,145.0,70.0,Orthodox,12,4,0,
2293,Roger,Narvaez,Silverback,6.3,185.0,,Southpaw,8,3,0,
2294,Fabio,Nascimento,Negao,5.1,185.0,,Orthodox,11,6,0,
2295,Allan,Nascimento,Puro Osso,5.8,125.0,69.0,Orthodox,21,6,0,
2296,Rodrigo,Nascimento,Ze Colmeia,6.2,246.0,80.0,Orthodox,11,3,0,
2297,Bobby,Nash,,6.0,170.0,74.0,Orthodox,8,4,0,
2298,Reza,Nasri,,5.11,205.0,,Orthodox,0,1,0,
2299,Nasrudin,Nasrudinov,,6.0,205.0,71.0,Orthodox,9,1,0,
2300,Pawel,Nastula,,6.0,230.0,,Southpaw,5,6,0,
2301,Rafael,Natal,Sapo,6.0,185.0,77.0,Orthodox,21,9,1,
2302,Kevin,Natividad,Quicksand,5.6,135.0,70.0,Orthodox,9,4,0,
2303,Ismail,Naurdiev,,5.1,185.0,74.0,Orthodox,24,8,0,
2304,Danny,Navarro,,5.1,155.0,,,17,7,0,
2305,Marcio,Navarro,The Locomotive,6.0,155.0,,,14,14,0,
2306,Tafon,Nchukwi,Da Don,6.0,185.0,77.0,Orthodox,6,4,0,
2307,Dustin,Neace,The Beast,5.9,145.0,69.0,,25,21,1,
2308,Josh,Neal,,6.0,185.0,,,5,11,0,
2309,Joe,Neal,Nine Lives,5.6,135.0,,,6,2,0,
2310,Geoff,Neal,Handz of Steel,5.11,170.0,75.0,Southpaw,16,7,0,
2311,Stanislav,Nedkov,Stucky,5.11,205.0,71.0,Orthodox,12,2,0,
2312,Josh,Neer,The Dentist,5.11,170.0,72.0,Orthodox,36,16,1,
2313,Nicolae,Negumereanu,,6.0,205.0,78.0,Orthodox,13,2,0,
2314,Steve,Nelmark,The Sandman,6.0,240.0,,Orthodox,2,1,0,
2315,Shane,Nelson,Sugar,5.9,155.0,70.0,Southpaw,16,7,0,
2316,Roy,Nelson,Big Country,6.0,263.0,73.0,Orthodox,22,14,0,
2317,Gunnar,Nelson,Gunni,5.11,170.0,72.0,Switch,19,6,1,
2318,Lissette,Neri,,5.2,145.0,,,6,4,0,
2319,Mario,Neto,Sukata,6.0,229.0,,Orthodox,13,5,0,
2320,Antonio Braga,Neto,,6.3,185.0,77.0,Orthodox,9,3,0,
2321,Eduardo,Neves,Bebezao,6.2,263.0,78.0,Orthodox,7,2,0,
2322,Julio Cesar,Neves Jr.,Morceguinho,5.8,145.0,,,33,1,0,
2323,Nick,Newell,Notorious,5.1,155.0,,Southpaw,14,2,0,
2324,Journey,Newson,,5.5,135.0,67.0,Orthodox,10,5,0,
2325,Jeff,Newton,,6.2,205.0,,Sideways,4,2,0,
2326,Carlos,Newton,The Ronin,5.9,170.0,,Orthodox,16,14,0,
2327,Emanuel,Newton,The Hardcore Kid,6.1,205.0,,,26,12,1,
2328,Francis,Ngannou,The Predator,6.4,250.0,83.0,Orthodox,17,3,0,
2329,Nghiem,Van Y,,5.7,135.0,68.0,Orthodox,6,2,0,
2330,Ben,Nguyen,Ten,5.5,125.0,65.0,Switch,16,8,0,
2331,Steven,Nguyen,The Ninja,5.11,145.0,73.0,Switch,10,2,0,
2332,Alex,Nicholson,The Spartan,6.4,185.0,77.0,Orthodox,7,4,0,
2333,Bo,Nickal,,6.1,185.0,76.0,Southpaw,7,1,0,
2334,Mike,Nickels,,6.4,205.0,,Orthodox,9,5,0,
2335,Matheus,Nicolau,,5.6,125.0,66.0,Orthodox,19,6,1,
2336,Stewart,Nicoll,Kakamora,5.5,125.0,65.0,Orthodox,8,1,0,
2337,Jaimelene,Nievera,Queenie,5.5,125.0,,Orthodox,7,4,0,
2338,Khomkrit,Niimi,The Bumblebee,5.2,125.0,,,6,10,0,
2339,Tom,Niinimaki,Stoneface,5.9,145.0,69.0,Orthodox,22,8,1,
2340,Ramsey,Nijem,,5.11,155.0,75.0,Orthodox,9,6,0,
2341,Hans,Nijman,,6.0,250.0,,Switch,9,7,0,
2342,Jack,Nilson,,,,,,2,6,0,
2343,Mats,Nilsson,,6.1,170.0,,Orthodox,11,4,1,
2344,Guangyou,Ning,Smasher,5.4,145.0,64.0,Southpaw,5,4,1,
2345,Soichi,Nishida,,5.11,320.0,,Orthodox,5,10,1,
2346,Yosuke,Nishijima,,5.9,205.0,,Orthodox,0,5,0,
2347,Yamato,Nishikawa,,5.7,155.0,,Orthodox,21,3,6,
2348,Akiyo,Nishiura,Wicky Akiyo,5.8,139.0,,Southpaw,13,8,1,
2349,Anthony,Njokuani,The Assassin,6.1,155.0,75.0,Orthodox,16,12,0,
2350,Chidi,Njokuani,Bang Bang,6.3,170.0,80.0,Orthodox,25,11,0,
2351,Derrick,Noble,The Eraser,5.9,170.0,,Southpaw,27,15,1,
2352,Kyle,Noblitt,,6.2,243.0,,,11,2,0,
2353,Pedro,Nobre,The Rock,5.5,135.0,,,18,4,2,
2354,Jacob,Noe,Psycho,,205.0,,,3,11,0,
2355,Antonio Rodrigo,Nogueira,Minotauro,6.3,240.0,77.0,Orthodox,34,10,1,
2356,Rogerio,Nogueira,Minotouro,6.2,205.0,75.0,Southpaw,23,10,0,
2357,Alexandre Franca,Nogueira,Pequeno,5.7,145.0,,Orthodox,18,6,3,
2358,Talita,Nogueira,Treta,5.1,145.0,,,6,0,0,
2359,Kyle,Noke,,6.1,170.0,76.0,Southpaw,22,10,1,
2360,Tom,Nolan,Big Train,6.3,155.0,73.0,Southpaw,9,1,0,
2361,Eric,Nolan,Nightime,6.2,185.0,74.0,Orthodox,8,4,0,
2362,Nick,Nolte,,6.0,170.0,,,5,4,0,
2363,KJ,Noons,King,5.1,155.0,70.0,Orthodox,13,9,0,
2364,Sage,Northcutt,Super,6.0,170.0,71.0,Orthodox,11,2,0,
2365,Jan,Nortje,The Giant,6.1,310.0,,Southpaw,2,6,0,
2366,Jake,O'Brien,Irish,6.3,205.0,76.0,Orthodox,15,4,0,
2367,TJ,O'Brien,The Spider,6.2,155.0,,Orthodox,20,8,0,
2368,Sean,O'Connell,The Real OC,6.1,205.0,74.0,Orthodox,17,9,0,
2369,Dan,O'Connor,Johnny Irish,5.4,115.0,,,6,6,0,
2370,Sean,O'Haire,,6.5,270.0,,Orthodox,4,2,0,
2371,Sean,O'Malley,Suga,5.11,135.0,72.0,Switch,18,3,0,
2372,Jeremiah,O'Neal,,5.8,260.0,,,13,25,0,
2373,Chuck,O'Neil,Cold Steel,6.2,170.0,,,17,9,0,
2374,Casey,O'Neill,King,5.6,125.0,69.0,Orthodox,10,2,0,
2375,Brendan,O'Reilly,Badger,5.7,170.0,69.0,Orthodox,6,3,0,
2376,Takahiro,Oba,,5.8,200.0,,Southpaw,5,7,1,
2377,Nobuhiro,Obiya,,5.8,145.0,,Orthodox,12,5,1,
2378,Jose,Ochoa,Kalzifer,5.7,125.0,67.0,Southpaw,8,2,0,
2379,Christian,Ocon,,5.8,135.0,69.0,Orthodox,2,1,0,
2380,Richard,Odoms,The Black Eagle,6.5,265.0,,Orthodox,13,3,0,
2381,Volkan,Oezdemir,No Time,6.2,205.0,75.0,Orthodox,20,8,0,
2382,Kaan,Ofli,Genghis,5.7,145.0,66.0,Orthodox,12,4,1,
2383,Naoya,Ogawa,,6.4,255.0,,Orthodox,7,2,0,
2384,Trey,Ogden,Shamurai,5.11,155.0,72.0,Orthodox,18,7,0,
2385,Andy,Ogle,The Little Axe,5.8,145.0,69.0,Orthodox,9,6,0,
2386,Ho Taek,Oh,Spider,,155.0,,,7,2,1,
2387,Michiyoshi,Ohara,,5.1,205.0,,Orthodox,0,2,0,
2388,Koji,Oishi,,5.8,170.0,,Orthodox,25,10,10,
2389,Takayuki,Okada,Giant Ochiai,6.1,290.0,,Orthodox,3,3,2,
2390,Yushin,Okami,Thunder,6.2,170.0,75.0,Southpaw,34,12,0,
2391,JJ,Okanovich,The Bosnian Bomber,5.11,155.0,76.0,Orthodox,7,1,0,
2392,Bolaji,Oki,The Zulu Warrior,5.1,155.0,73.0,Orthodox,10,2,0,
2393,Kazuki,Okubo,,5.11,175.0,,Orthodox,7,9,0,
2394,Masakatsu,Okuda,,,,,,8,5,0,
2395,Aleksei,Oleinik,The Boa Constrictor,6.2,240.0,80.0,Orthodox,60,17,1,
2396,Michal,Oleksiejczuk,Hussar,6.0,185.0,74.0,Southpaw,21,9,0,
2397,Cezary,Oleksiejczuk,,,185.0,,Southpaw,15,3,0,
2398,Rafaello,Oliveira,Tractor,5.8,155.0,71.0,Orthodox,17,8,0,
2399,Charles,Oliveira,Do Bronxs,5.1,155.0,74.0,Orthodox,35,11,0,
2400,Jorge,Oliveira,,6.1,205.0,,,5,3,1,
2401,Ednaldo,Oliveira,Lula,6.5,205.0,,Orthodox,17,3,1,
2402,Alex,Oliveira,Cowboy,5.11,170.0,76.0,Orthodox,22,12,1,
2403,Maria,Oliveira,Spider-Girl,5.6,115.0,69.0,Orthodox,13,7,0,
2404,Bruno,Oliveira,,6.4,205.0,80.0,Orthodox,8,2,0,
2405,Saimon,Oliveira,,5.4,135.0,72.0,Orthodox,18,6,0,
2406,Vinicius,Oliveira,LokDog,5.9,135.0,70.0,Switch,23,3,0,
2407,Ravena,Oliveira,Kenoudy,5.5,115.0,65.0,Orthodox,7,2,1,
2408,Michael,Oliveira,PQD,,170.0,,,8,0,0,
2409,Wendell,Oliveira Marques,The Machine,5.1,170.0,,Orthodox,29,10,0,
2410,Felipe,Olivieri,,5.9,155.0,,Orthodox,14,5,0,
2411,Andy,Ologun,,6.0,154.0,,Orthodox,3,1,0,
2412,Shana,Olsen,Rock Solid,5.7,145.0,,,5,2,0,
2413,Casey,Olson,The Underdog,5.7,145.0,,Orthodox,14,5,0,
2414,Dennis,Olson,,6.0,170.0,,,14,11,0,
2415,Gadzhi,Omargadzhiev,,6.1,170.0,71.0,Switch,13,2,0,
2416,Alan,Omer,,5.1,145.0,,Orthodox,20,5,0,
2417,Daniel,Omielanczuk,,6.0,247.0,74.0,Southpaw,19,8,1,
2418,Michihiro,Omigawa,,5.6,145.0,68.0,Orthodox,17,14,1,
2419,David,Onama,,5.11,145.0,74.0,Orthodox,14,2,0,
2420,Charlie,Ontiveros,American Bad Boy,6.2,155.0,74.0,Switch,11,9,0,
2421,Chibwikem,Onyenegecha,,6.3,185.0,,Orthodox,5,0,0,
2422,Myktybek,Orolbai,,5.1,155.0,74.0,Orthodox,14,2,1,
2423,Sam,Oropeza,,6.2,170.0,,,13,3,0,
2424,Brian,Ortega,T-City,5.8,145.0,69.0,Switch,16,5,0,
2425,Tito,Ortiz,The People's Champ,6.3,205.0,74.0,Orthodox,19,12,1,
2426,Jorge,Ortiz,The Naked Man,6.0,185.0,,Orthodox,18,9,1,
2427,Dustin,Ortiz,,5.5,125.0,65.0,Orthodox,19,8,0,
2428,Kenji,Osawa,,5.7,135.0,66.0,Orthodox,20,11,2,
2429,Ode,Osbourne,The Jamaican Sensation,5.7,125.0,73.0,Southpaw,13,9,0,
2430,Kurt,Osiander,,,185.0,,,4,1,0,
2431,Nick,Osipczak,,6.2,170.0,76.0,Orthodox,6,3,0,
2432,Nissen,Osterneck,,6.2,185.0,,Orthodox,12,4,0,
2433,Rachael,Ostovich,,5.3,125.0,62.0,Orthodox,4,6,0,
2434,Pedro,Otavio,Te Pedro,6.3,245.0,,Orthodox,19,8,0,
2435,Alexander,Otsuka,The Diet Butcher,6.1,205.0,,Orthodox,5,13,0,
2436,Takafumi,Otsuka,,5.6,139.0,,Orthodox,22,13,2,
2437,Quemuel,Ottoni,,6.0,155.0,72.0,Orthodox,12,3,0,
2438,Zak,Ottow,The Barbarian,5.11,170.0,72.0,Orthodox,17,7,0,
2439,Raquel,Pa'aluhi,Rocky,5.7,135.0,,,6,5,0,
2440,Nick,Pace,,5.7,135.0,68.0,Orthodox,8,3,0,
2441,Jimmie,Pace,Big Bucks,,185.0,,,7,2,0,
2442,Larissa,Pacheco,,5.7,135.0,,Orthodox,10,2,0,
2443,Angel,Pacheco,,5.8,135.0,70.0,Orthodox,7,3,0,
2444,Teemu,Packalen,Pacu,6.1,155.0,75.0,Orthodox,8,3,0,
2445,George,Pacurariu,Constantine,5.7,135.0,,,10,5,0,
2446,Cyrillo,Padilha,,5.11,155.0,,,3,3,0,
2447,Gary,Padilla,,5.11,205.0,,,12,6,0,
2448,Fernando,Padilla,El Valiente,6.1,145.0,76.0,Orthodox,16,6,0,
2449,Chris,Padilla,Taco,5.9,155.0,74.0,Orthodox,16,6,0,
2450,Damacio,Page,The Angel of Death,5.6,135.0,66.0,Orthodox,19,10,0,
2451,Michael,Page,Venom,6.3,185.0,79.0,Switch,24,3,0,
2452,Dustin,Pague,The Disciple,5.9,135.0,74.0,Orthodox,12,11,0,
2453,Josh,Paiva,,5.6,125.0,,,8,2,0,
2454,Raulian,Paiva,,5.8,135.0,69.0,Orthodox,21,5,0,
2455,Dinis,Paiva Jr.,Sweetbread,5.9,145.0,71.0,Southpaw,13,8,0,
2456,Fredson,Paixao,,5.6,145.0,66.0,Orthodox,10,5,0,
2457,Luis,Pajuelo,Corazon de Leon,5.1,145.0,69.0,Orthodox,8,2,0,
2458,Jose,Palacios,,5.9,145.0,,Orthodox,3,2,0,
2459,Ricky,Palacios,El Gallero,5.6,145.0,,Orthodox,10,1,0,
2460,Bart,Palaszewski,Bartimus,5.9,145.0,70.0,Orthodox,36,17,0,
2461,Sasha,Palatnikov,,6.1,170.0,72.0,Switch,6,4,0,
2462,Soa,Palelei,The Hulk,6.4,265.0,81.0,Orthodox,22,5,0,
2463,Rousimar,Palhares,Toquinho,5.8,170.0,71.0,Orthodox,19,8,0,
2464,Tulio,Palhares,,,180.0,,,2,16,0,
2465,Stephen,Palling,Bozo,5.4,143.0,,,11,7,1,
2466,Eduardo,Pamplona,,5.11,170.0,,,16,4,0,
2467,Ruel,Panales,,5.5,125.0,67.0,Southpaw,6,2,0,
2468,Yuri,Panferov,The Russian Polar Bear,6.1,185.0,72.0,Orthodox,9,1,0,
2469,Alexandre,Pantoja,The Cannibal,5.5,125.0,67.0,Orthodox,30,5,0,
2470,Jared,Papazian,The Jackhammer,5.8,135.0,67.0,Southpaw,20,13,0,
2471,Kathryn,Paprocki,,5.3,115.0,63.0,Orthodox,3,2,0,
2472,Joe,Pardo,,6.1,210.0,,Southpaw,4,6,0,
2473,Bryan,Pardoe,Pain Inducer,6.1,205.0,,Orthodox,13,16,0,
2474,Remco,Pardoel,Grizzly,6.3,260.0,,Southpaw,9,6,1,
2475,Ido,Pariente,,5.8,155.0,,Orthodox,13,6,0,
2476,Josh,Parisian,,6.4,265.0,79.0,Orthodox,15,8,0,
2477,Karo,Parisyan,The Heat,5.1,170.0,72.0,Orthodox,24,11,0,
2478,Won Sik,Park,Parky,5.11,154.0,,Orthodox,11,7,1,
2479,JunYong,Park,The Iron Turtle,5.1,185.0,73.0,Orthodox,19,6,0,
2480,Harvey,Park,Fightbot,6.0,155.0,70.0,Orthodox,12,3,0,
2481,HyunSung,Park,Peace of Mind,5.7,125.0,66.0,Orthodox,10,1,0,
2482,JaeHyun,Park,The First Prospect,5.8,155.0,73.0,Orthodox,8,4,0,
2483,EoJin,Park,Young Boss,6.0,145.0,71.0,Orthodox,9,2,1,
2484,Norman,Parke,Stormin',5.11,155.0,70.0,Southpaw,23,6,1,
2485,Ryan,Parker,,6.3,235.0,,Southpaw,0,1,0,
2486,Larry,Parker,,5.11,205.0,,Orthodox,13,6,1,
2487,Tyra,Parker,,5.5,115.0,,Orthodox,4,5,0,
2488,Willie,Parks,Slick,5.1,185.0,,,5,2,0,
2489,Jordan,Parsons,Pretty Boy,5.9,145.0,,,11,2,0,
2490,Preston,Parsons,Pressure,5.11,170.0,71.0,Orthodox,11,6,0,
2491,Jonny,Parsons,The Sluggernaut,5.9,170.0,69.0,Orthodox,9,3,0,
2492,Onassis,Parungao,,5.11,200.0,,,2,1,0,
2493,Ramona,Pascual,,5.7,135.0,66.0,Southpaw,6,5,0,
2494,Billy,Pasulatan,,5.5,125.0,66.0,Switch,10,3,0,
2495,Guilherme,Pat,Kong,,265.0,,,5,0,0,
2496,Jhonoven,Pati,The Samoan Savage,6.1,185.0,75.0,Switch,6,4,0,
2497,Windri,Patilima,,5.6,155.0,71.0,Southpaw,8,1,0,
2498,Jorge,Patino,Macaco,5.8,170.0,,Orthodox,38,19,2,
2499,Russell,Patrick,,5.9,145.0,,,6,4,0,
2500,Claude,Patrick,The Prince,5.11,170.0,75.0,Orthodox,14,2,0,
2501,Alan,Patrick,Nuguette,5.11,155.0,74.0,Southpaw,15,4,0,
2502,Michael,Patt,,6.0,205.0,,Orthodox,12,4,0,
2503,Justin,Patterson,The Tactician,5.1,170.0,,,9,3,0,
2504,Sam,Patterson,,6.3,170.0,78.0,Orthodox,13,2,1,
2505,Zac,Pauga,The High Chief,6.2,205.0,76.0,Orthodox,7,3,0,
2506,Julio,Paulino,The Dominican Demon,6.0,170.0,,Orthodox,23,5,0,
2507,Thomas,Paull,Juggernaut,5.7,155.0,67.0,Orthodox,11,4,0,
2508,Sergei,Pavlovich,,6.3,257.0,84.0,Southpaw,20,3,0,
2509,Pawel,Pawlak,,6.0,170.0,73.0,Orthodox,12,3,0,
2510,Estevan,Payan,El Terrible,5.1,145.0,,Orthodox,16,12,0,
2511,Sarah,Payant,Soulja,5.4,115.0,,,1,4,0,
2512,Jonathan,Pearce,JSP,6.0,145.0,71.0,Switch,14,7,0,
2513,Joe,Pearson,The Triangular Strangler,5.1,145.0,,Orthodox,45,30,1,
2514,Ross,Pearson,The Real Deal,5.8,155.0,69.0,Orthodox,20,16,0,
2515,Andre,Pederneiras,,5.8,155.0,,Orthodox,1,1,2,
2516,Carlo,Pedersoli Jr.,Semento,5.11,170.0,75.0,Southpaw,11,3,0,
2517,Matt,Pedro,,,,,,3,1,0,
2518,Tyson,Pedro,,6.3,205.0,79.0,Orthodox,10,5,0,
2519,Trevor,Peek,,5.9,145.0,70.0,Switch,9,3,0,
2520,Willie,Peeters,,5.9,220.0,,Orthodox,9,10,1,
2521,Filip,Pejic,,5.8,135.0,,Orthodox,12,2,2,
2522,Kurt,Pellegrino,Batman,5.8,155.0,70.0,Orthodox,16,7,0,
2523,Yan,Pellerin,Wild Thing,5.11,205.0,,Orthodox,11,13,0,
2524,Julianna,Pena,The Venezuelan Vixen,5.6,135.0,69.0,Orthodox,13,6,0,
2525,Luis,Pena,Violent Bob Ross,6.3,155.0,75.0,Southpaw,9,3,0,
2526,Felipe,Pena,Preguica,,,,,0,0,0,
2527,Matej,Penaz,Money,6.3,185.0,83.0,Southpaw,6,1,0,
2528,Sherman,Pendergarst,The Tank,6.1,235.0,,Orthodox,11,18,0,
2529,Drew,Pendleton,,,145.0,,,5,0,0,
2530,Cathal,Pendred,The Punisher,6.1,170.0,75.0,Orthodox,17,4,1,
2531,BJ,Penn,The Prodigy,5.9,155.0,70.0,Orthodox,16,14,2,
2532,Jessica,Penne,,5.5,115.0,67.0,Orthodox,14,9,0,
2533,Nick,Penner,The Quiet Assassin,6.4,205.0,,Southpaw,11,3,0,
2534,Justin,Pennington,,5.4,,,,3,3,0,
2535,Raquel,Pennington,Rocky,5.7,135.0,67.0,Orthodox,16,10,0,
2536,Jerron,Peoples,,6.0,170.0,,,4,3,0,
2537,Godofredo,Pepey,,5.7,145.0,73.0,Orthodox,13,6,0,
2538,Ray,Perales,Relentless,5.1,170.0,,Orthodox,13,22,0,
2539,Robert,Peralta,Problems,5.8,145.0,71.0,Orthodox,18,8,0,
2540,Viviane,Pereira,Sucuri,5.1,115.0,63.0,Orthodox,13,2,0,
2541,Michel,Pereira,Demolidor,6.1,185.0,73.0,Orthodox,31,14,0,
2542,Alex,Pereira,Poatan,6.4,205.0,79.0,Orthodox,12,3,0,
2543,Daniel,Pereira,Gaucho,5.1,185.0,,,9,2,0,
2544,Luciano,Pereira,El Torito,,125.0,,Orthodox,13,1,0,
2545,Alice,Pereira,Golden Girl,,135.0,,,6,0,0,
2546,Rolando,Perez,,5.8,135.0,,Orthodox,7,5,2,
2547,Philip,Perez,,5.5,155.0,,Southpaw,7,5,1,
